date,open,low,high,close,volume
2017-07-09,"4,530","4,305.02","4,599.99","4,359.99",374.72153934
2017-07-10,"4,359.99","3,393.69","4,399.21","3,549.99","7,122.92631903"
2017-07-11,"3,501.01","3,200","3,887.98","3,532.83","3,858.55367341"
2017-07-12,"3,587","3,490","4,310","4,010","4,586.81933152"
2017-07-13,"4,000","3,490.99","4,039.95","3,684.98","2,669.23899581"
2017-07-14,"3,689.89","3,204.99","3,750","3,301.95","5,160.43390417"
2017-07-15,"3,302.12","2,750.01","3,374.89","2,849.89","4,107.71127697"
2017-07-16,"2,800","2,000","2,839","2,373","8,484.9050097"
2017-07-17,"2,449.99","2,360","3,360","3,197","7,716.91400931"
2017-07-18,"3,200","3,116.04","4,697.99","3,934","12,960.96488476"
2017-07-19,"4,025","3,305","4,220.36","3,625","6,155.67774619"
2017-07-20,"3,625","3,534.99","4,049.99","3,799.93","6,221.64910984"
2017-07-21,"3,798","3,560","3,940","3,788.1","2,194.11250744"
2017-07-22,"3,703.25","3,650","3,849.56","3,825","1,127.71362025"
